Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Collapsible Row Heading 1 (product.metafields.custom.collapsible_row_heading_1),Collapsible Row Heading 2 (product.metafields.custom.collapsible_row_heading_2),Collapsible Row Heading 3 (product.metafields.custom.collapsible_row_heading_3),Description Tab (product.metafields.custom.description_tab),Meaning (product.metafields.custom.meaning),Pre-oder Message (product.metafields.custom.pre_oder_message),Test (product.metafields.custom.test),theme.upsell (product.metafields.custom.theme_upsell),title (product.metafields.custom.title),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
purple-tanzanite-with-diamond-and-gold-balls,The High Vibe Bracelet - Diamond and Gold Balls,"<p><span data-sheets-root=""1""><em>Tanzanite</em> doesn’t wait for permission. It pushes you into the next chapter with courage, and high-vibe energy. Wear it when you’re ready to <em>transform</em>, speak up, and step into your power.</span></p>",XO Maria Louise,Apparel & Accessories > Jewelry > Bracelets,Bracelet,"Bracelet, Gold Balls, Tanzanite",true,Color,purple-tanzanite,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,1429.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Diamond_50d70dbf-d500-4e13-96ed-5991392a60e1.jpg?v=1753952423,1,"",false,,,,,adult,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Clarity, Courage, Transformation",,,grey-tanzanite-gold,Wear This To Transform,,'1,adults,,purple-tanzanite,,diamond-and-gold-balls,fine-jewelry,unisex,,,,,,lb,,,active
purple-tanzanite-with-diamond-and-gold-balls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/IMG_1757-a.jpg?v=1757036941,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purple-tanzanite-with-diamond-and-gold-balls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/IMG_1635.jpg?v=1757036941,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amethyst-love-dove,Amethyst - Love Dove,"<blockquote></blockquote>
<p><strong>AMETHYST</strong> raises your frequency. This gemstone sharpens your intuition and calms your spirit, helping you move with <strong>WISDOM</strong> and grace. Wear it to access the higher version of you—the one who already knows.</p>",XO Maria Louise,Apparel & Accessories > Jewelry > Bracelets,Bracelet,Bracelet,false,Color,purple,product.metafields.shopify.color-pattern,,,,,,,"",0.0,shopify,deny,manual,229.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/amethyst-love-dove.jpg?v=1750311259,1,"",false,Amethyst Gemstone - Love Dove,,,,adult,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Intuition, Wisdom, Calm",,,blue-sapphire-diamond,Wear This For Your Highest Self,,,adults,xo; love-dove; beaded,purple,,14-k-gold-love-dove,,,,,,,,lb,,,archived
tanzanite-with-lab-diamonds-and-gold-balls,The Rebirth Bracelet with Lab Diamonds and Gold Balls,"<p><span data-sheets-root=""1"">Tanzanite represents transformation and growth. Wear it as a symbol of your journey to embrace change, evolve, and step into the fullest version of yourself.</span></p>",XO Maria Louise,Apparel & Accessories > Jewelry > Bracelets,Bracelet,"Bracelet, POS, Tanzanite",false,Color,grey-tanzanite,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,929.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Tanzanite-diamond-hand-product.jpg?v=1757692176,1,"",false,,,,,adult,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Clarity, Courage, Transformation",,,blue-sapphire-diamond,Wear This to Evolve,,,adults,beaded; charm,grey-tanzanite,,diamond-and-gold-balls,fine-jewelry,unisex,,,,,,lb,,,archived
tanzanite-with-lab-diamonds-and-gold-balls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Tanzanite_b7569ac8-4c04-4b3b-9311-a032f8622133.jpg?v=1757692176,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanzanite-with-lab-diamonds-and-gold-balls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Tanzanite2_a4411c8d-cb13-477b-8739-dc9c7908cd8f.jpg?v=1753961020,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pearls-my-heart,Pearls - My Heart,"<p><span><strong>PEARLS</strong> are timeless symbols of <strong>GRACE</strong> and <strong>WISDOM</strong>, formed through patience and resilience. Wear this bracelet as a celebration of your elegance and inner strength, a reminder that beauty shines brightest from within.</span></p>",XO Maria Louise,Apparel & Accessories > Jewelry > Bracelets,Bracelet,Bracelet,false,Color,pearl,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,175.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Pearl-heart.jpg?v=1748490146,1,My Heart,false,,,,,adult,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Grace, Wisdom, Resilience",,,amethyst,Wear This for Elegance,,,adults,beaded,pearl,,gold-1; metal,imitation-jewelry; fine-jewelry,female,,,,,,lb,,,archived
pearls-love-dove,Pearls - Love Dove,"<p><span><strong>PEARLS</strong> are timeless symbols of <strong>GRACE</strong> and <strong>WISDOM</strong>, formed through patience and resilience. Wear this bracelet as a celebration of your elegance and inner strength, a reminder that beauty shines brightest from within.</span></p>",XO Maria Louise,Apparel & Accessories > Jewelry > Bracelets,Bracelet,Bracelet,false,Color,pearl,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,continue,manual,349.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Newdove_64a9f5d2-7d76-41f5-852d-4d873587441f.jpg?v=1750217552,1,"",false,,,,,adult,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Grace, Wisdom, Resilience",,,citrine-14k-gold,Wear This for Elegance,,,adults,beaded,pearl,,14-k-gold-love-dove,imitation-jewelry,female,,,,,,lb,,,archived
pearls-diamond,Pearls - Diamond,"<p><span><strong>PEARLS</strong> are timeless symbols of <strong>GRACE</strong> and <strong>WISDOM</strong>, formed through patience and resilience. Wear this bracelet as a celebration of your elegance and inner strength, a reminder that beauty shines brightest from within.</span></p>",XO Maria Louise,Apparel & Accessories > Jewelry > Bracelets,Bracelet,Bracelet,false,Color,pearl,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,1049.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/pearls-hand-product.jpg?v=1740157771,1,"",false,,,,,adult,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Grace, Wisdom, Resilience",,,citrine-14k-gold,Wear This for Elegance,,,adults,beaded,pearl,,diamond-and-gold-balls,imitation-jewelry,female,,,,,,lb,,,archived
malachite-diamond,The Empowered - 14K and Diamond XO,"<p><span><strong>MALACHITE</strong> doesn't ask—it insists. This gemstone clears what no longer serves you and fuels your rise. Wear this bracelet when you’re ready to <strong>BREAK CYCLES</strong>, heal forward, and lead with <strong>EMPOWERED </strong>truth. You didn’t come this far to play small—</span><span>you came to win!</span></p>",XO Maria Louise,Apparel & Accessories > Jewelry > Bracelets,Bracelet,Bracelet,true,Color,malachite,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,1049.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Diamond_859dd2f4-e3d1-41bb-a5bf-bef95cfb6485.jpg?v=1753952866,1,"",false,,,,,adult,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Transformation, Healing, Empowerment",,,garnet-diamond,Wear This for Empowerment,,,adults,beaded,malachite,,diamond,imitation-jewelry,unisex,,,,,,lb,,,active
malachite-diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Malachite2.jpg?v=1757036981,2,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malachite-diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/2025-07-15.Maria-Weaver-XO-Studio0085.jpg?v=1757036981,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malachite-diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/malachite-hand-product-diamond.jpg?v=1757036981,4,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kyanite-love-dove,The Motivation Bracelet - Love Dove,"<p><strong style=""font-size: 0.875rem;"">KYANITE</strong><span style=""font-size: 0.875rem;""> cuts through the noise and sharpens your <strong>FOCUS.</strong> Wear this gemstone when you need direction, drive, and the strength to keep going. It doesn’t just balance your energy—it fuels your </span><strong style=""font-size: 0.875rem;"">PERSEVERANCE</strong><span style=""font-size: 0.875rem;""> and moves you forward with purpose. Let it guide your next bold step.</span><br></p>",XO Maria Louise,Apparel & Accessories > Jewelry > Charms & Pendants,Bracelet,Bracelet,true,Color,kyanite,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,289.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Love-Dove.jpg?v=1753963676,1,"",false,,,,,adult,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Focus, Drive, Perseverance",,,pearls-14k-gold,Wear for Bold Focus,,,adults,,kyanite,,14-k-gold-love-dove,imitation-jewelry,unisex,,,,,,lb,,,active
kyanite-love-dove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/love-dove-kyanite.jpg?v=1753963676,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kyanite-diamond,The Motivation Bracelet - Diamond,"<p><strong style=""font-size: 0.875rem;"">KYANITE</strong><span style=""font-size: 0.875rem;""> cuts through the noise and sharpens your <strong>FOCUS.</strong> Wear this gemstone when you need direction, drive, and the strength to keep going. It doesn’t just balance your energy—it fuels your </span><strong style=""font-size: 0.875rem;"">PERSEVERANCE</strong><span style=""font-size: 0.875rem;""> and moves you forward with purpose. Let it guide your next bold step.</span><br></p>",XO Maria Louise,Apparel & Accessories > Jewelry > Charms & Pendants,Bracelet,Bracelet,true,Color,kyanite,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,1029.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Diamond_4d715747-6c19-4a39-9757-a7e63efd6eea.jpg?v=1753953090,1,"",false,Kyanite Gemstone - Diamond Bracelet,,,,adult,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Focus, Drive, Perseverance",,,blue-sapphire-with-diamonds-and-gold-balls,Wear for Bold Focus,,,adults,,kyanite,,diamond,imitation-jewelry,unisex,,,,,,lb,,,active
kyanite-diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/kyanite-diamond-hand-product.jpg?v=1753953092,2,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kyanite-diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Kyanite-Diamonod.jpg?v=1753953092,3,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kyanite-diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/kyanite-diamond-body.jpg?v=1753953092,4,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
garnet-diamond,Garnet - Diamond,"<p><span><strong>RED GARNET</strong> lights a fire under your purpose. This bracelet grounds you in your truth, fuels your <strong>VITALITY</strong>, and energizes your path forward. Wear it to reconnect with your power, your passion, and your unshakable will.</span></p>",XO Maria Louise,Apparel & Accessories > Jewelry > Charms & Pendants,Bracelet,Bracelet,false,Color,garnet,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,1149.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/garnet-diamond-hand-product.jpg?v=1750199818,1,Diamond,false,,,,,adult,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Vitality, Passion, Power",,,tanzanite,Wear This For Your Power,,,adults,,garnet,,diamond,imitation-jewelry,unisex,,,,,,lb,,,archived
garnet-diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Garnet2_dc09032e-e653-4233-9dcd-92aff6b4f454.jpg?v=1757036504,2,14k Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purple-tanzanite-with-gold-balls,The High Vibe Bracelet - Gold Balls,"<p><span data-sheets-root=""1""><strong>TANZANITE</strong> doesn’t wait for permission. It pushes you into the next chapter with courage, and high-vibe energy. Wear it when you’re ready to <strong>TRANSFORM</strong>, speak up, and step into your power.</span></p>",XO Maria Louise,Apparel & Accessories > Jewelry > Bracelets,Bracelet,"Bracelet, Gold Balls, Tanzanite",true,Color,purple-tanzanite,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,729.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/XO_3fa737da-f505-4216-b57b-26b69ebbacad.jpg?v=1753952420,1,"",false,,,,,adult,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Clarity, Courage, Transformation",,,amethyst,Wear This to Transform,,,adults,,purple-tanzanite,,,fine-jewelry,unisex,,,,,,lb,,,active
purple-tanzanite-with-gold-balls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/IMG_1637.jpg?v=1753952420,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purple-tanzanite,The High Vibe Bracelet - 14k Gold,"<p><span data-sheets-root=""1""><strong>TANZANITE</strong> doesn’t wait for permission. It pushes you into the next chapter with courage, and high-vibe energy. Wear it when you’re ready to <strong>TRANSFORM</strong>, speak up, and step into your power.</span></p>",XO Maria Louise,Apparel & Accessories > Jewelry > Rings,Bracelet,"Bracelet, Purple, Tanzanite",true,Color,purple-tanzanite,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,425.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/XO1.jpg?v=1753952426,1,"",false,,,,,adult,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Clarity, Courage, Transformation",,,blue-sapphire-diamond,Wear This to Transform,,,adults,,purple-tanzanite,,14-k-gold,fine-jewelry,unisex,,,,,,lb,,,active
purple-tanzanite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/IMG_1633_e3d37ff3-7617-4c14-ba2b-fca0ad85f57b.jpg?v=1753952426,2,XO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruby-copy,The Passion Bracelet - 14K Gold Love Dove,"<p><span><strong>RUBY</strong> doesn’t whisper—it roars. This bracelet charges your <strong>CONFIDENCE</strong>, turns up the heat on your desires, and dares you to go after what sets your soul on fire. Wear it when you’re ready to pursue all of your<strong> PASSIONS</strong>.</span></p>",XO Maria Louise,Apparel & Accessories > Jewelry > Bracelets,Bracelet,Bracelet,true,Color,ruby,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,349.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Dove_1f8acf89-759d-407c-b9d2-73f5257411cd.jpg?v=1753951984,1,"",false,Ruby Gemstone With Love Dove Charm,,,,adult,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Confidence, Passion, Desire",,,blue-sapphire-diamond,Wear This For Confidence,,,adults,beaded,ruby,,14-k-gold-love-dove,imitation-jewelry,unisex,,,,,,lb,,,active
ruby-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/ruby-love-dove.jpg?v=1753951984,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruby-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/IMG_1681_1a091a07-a7a5-4b37-94b6-1eda2f9c06b5.jpg?v=1753951984,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kyanite-with-lab-diamonds,Kyanite with Lab Diamonds,"<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p><span data-sheets-root=""1"">Kyanite is the gemstone of perseverance. May it remind you to push through challenges with unwavering determination and grace. You got this!</span></p>",XO Maria Louise,Apparel & Accessories > Jewelry > Bracelets,Bracelet,"Bracelet, Kyanite, POS",false,Color,kyanite,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,759.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Diamond_2269c30b-412b-435d-aa2f-647c415da013.jpg?v=1753953092,1,"",false,,,,,adult,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Focus, Drive, Perseverance",,,,Wear for Bold Focus,,,adults,beaded,kyanite,,diamond,imitation-jewelry,unisex,,,,,,lb,,,archived
kyanite-with-lab-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/kyanite-diamond-hand-product.jpg?v=1753953092,2,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kyanite-with-lab-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Kyanite-Diamonod.jpg?v=1753953092,3,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kyanite-with-lab-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/kyanite-diamond-body.jpg?v=1753953092,4,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malachite-with-lab-diamonds,Malachite with Lab Diamonds,"<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p><span>Malachite is the gemstone of transformation and empowerment, encouraging you to embrace change, unlock your potential, and take charge of your destiny. Wear this bracelet as a reminder of your strength and your ability to create the life you deserve.</span></p>",XO Maria Louise,Apparel & Accessories > Jewelry > Bracelets,Bracelet,"Bracelet, Malachite, POS",false,Color,malachite,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,779.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Diamond_b0591c2e-f630-42be-9642-de9dd7b0cae6.jpg?v=1753962055,1,"",false,,,,,,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Transformation, Healing, Empowerment",,,garnet-with-lab-diamonds,Wear This for Empowerment,,,,beaded,malachite,,diamond,imitation-jewelry,,,,,,,lb,,,archived
malachite-with-lab-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/malachite-hand-product-diamond.jpg?v=1757036981,2,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malachite-with-lab-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Malachite-diamond.jpg?v=1753962055,3,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malachite-with-lab-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Malachite2.jpg?v=1757036981,4,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
garnet-with-lab-diamonds,Garnet with Lab Diamonds,"<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p><span>Garnet is the gemstone of vitality, igniting your inner strength and energizing your spirit. Wear this bracelet as a reminder to live boldly, embrace your power, and radiate your unique light to the world.</span></p>",XO Maria Louise,Apparel & Accessories > Jewelry > Bracelets,Bracelet,"Bracelet, Garnet, POS",false,Color,garnet,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,829.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/garnet-diamond-hand-product.jpg?v=1750199818,1,Diamond,false,,,,,adult,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Vitality, Passion, Power",,,malachite-diamond,Wear This For Your Power,,,adults,beaded,garnet,,diamond,imitation-jewelry; fine-jewelry,unisex,,,,,,lb,,,archived
garnet-with-lab-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Garnet2_1.png?v=1739874913,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
